10,0.000058
20,0.000101
40,0.000181
60,0.000268
80,0.000371
100,0.000461
200,0.001003
400,0.001925
600,0.003020
800,0.003830
1000,0.004774
2000,0.010350
4000,0.059989
6000,0.087473
8000,0.116460
10000,0.149890
20000,0.290030
40000,0.673590
60000,1.068900
80000,1.422600
100000,1.755900
