10,0.000444
20,0.001031
40,0.002487
60,0.004004
80,0.005232
100,0.006826
200,0.014072
400,0.028129
600,0.042792
800,0.056727
1000,0.071638
2000,0.147600
4000,0.315330
6000,0.442510
8000,0.597860
10000,0.745930
20000,1.508100
