128,0.000990
512,0.004540
768,0.007373
1024,0.010441
2048,0.024720
4096,0.057511
10000,0.149470
20000,0.309070
30000,0.461170
40000,0.720490
60000,1.029500
80000,1.379500
100000,1.705600
200000,3.377300
400000,7.007400
