10,0.000195
20,0.000243
40,0.000382
60,0.000452
80,0.000509
100,0.000597
200,0.001080
400,0.002801
600,0.003727
800,0.004948
1000,0.006287
2000,0.011364
4000,0.065190
6000,0.091159
8000,0.134130
10000,0.168250
20000,0.342880
40000,0.682040
60000,1.121700
