10,0.000243
20,0.000388
40,0.000390
60,0.000677
80,0.000982
100,0.000884
200,0.001564
400,0.002903
600,0.004255
800,0.005362
1000,0.006703
2000,0.013043
4000,0.025156
6000,0.037574
8000,0.049978
10000,0.062246
20000,0.126180
40000,0.255560
60000,0.387790
80000,0.504540
100000,0.638410
200000,1.322300
400000,2.713900
600000,4.122700
800000,5.531200
1000000,6.981800
