20,0.000423
40,0.000555
60,0.000829
80,0.001249
100,0.001408
200,0.002476
400,0.004487
600,0.006501
800,0.008460
1000,0.011064
2000,0.021026
4000,0.041490
6000,0.062918
8000,0.082721
10000,0.103220
20000,0.206430
40000,0.431380
60000,0.641110
80000,0.848990
100000,1.068900
200000,2.169600
400000,4.337500
600000,6.652300
800000,8.919300
1000000,11.312000
