10,0.000062
20,0.000069
40,0.000200
60,0.000220
80,0.000591
100,0.000834
200,0.001761
400,0.003707
600,0.006015
800,0.009098
1000,0.012036
2000,0.024997
4000,0.046117
6000,0.068052
8000,0.091286
10000,0.114920
20000,0.252150
40000,0.646200
60000,0.892010
80000,1.144200
100000,1.396900
