10,0.000252
20,0.000523
40,0.001107
60,0.001664
80,0.002409
100,0.002921
200,0.005674
400,0.011416
600,0.018327
800,0.025430
1000,0.032519
2000,0.066936
4000,0.135220
6000,0.203890
8000,0.278500
10000,0.397110
20000,0.741560
