10,0.001285
20,0.002599
40,0.004989
60,0.007857
80,0.008193
100,0.009043
200,0.016976
400,0.042511
600,0.079690
800,0.165290
1000,0.236440
2000,0.951310
4000,3.501700
6000,7.889900
8000,14.401000
10000,28.980000
20000,119.860000
