10,0.000163
20,0.000167
40,0.000204
60,0.000235
80,0.000212
100,0.000239
200,0.000351
400,0.000593
600,0.000893
800,0.001125
1000,0.001372
2000,0.002497
4000,0.036746
6000,0.053651
8000,0.073684
10000,0.090599
20000,0.183720
40000,0.408160
60000,0.613760
80000,0.787190
100000,1.011000
200000,2.076700
400000,4.262800
600000,6.615000
800000,8.909900
1000000,12.316000
