10,0.000449
20,0.000642
40,0.000953
60,0.001755
80,0.002707
100,0.003568
200,0.007385
400,0.015102
600,0.022947
800,0.030768
1000,0.037996
2000,0.084291
4000,0.181560
6000,0.266800
8000,0.366810
10000,0.457730
20000,0.951810
