20,0.000835
40,0.001590
60,0.002204
80,0.003387
100,0.004412
200,0.008852
400,0.017643
600,0.026717
800,0.036425
1000,0.046098
2000,0.097615
4000,0.201200
6000,0.306520
8000,0.410310
10000,0.516590
20000,1.046900
40000,2.172300
