20,0.002419
40,0.004879
60,0.007277
80,0.010314
100,0.012857
200,0.025642
400,0.055534
600,0.083082
800,0.108730
1000,0.136030
2000,0.269390
4000,0.538580
6000,0.864880
8000,1.164500
10000,1.447100
20000,2.880200
40000,5.728700
