10,0.000140
20,0.000233
40,0.000539
60,0.000949
80,0.001578
100,0.002100
200,0.004477
400,0.009732
600,0.015496
800,0.022261
1000,0.029179
2000,0.054473
4000,0.101580
6000,0.150050
8000,0.202720
10000,0.256700
20000,0.573340
40000,1.312400
60000,1.853700
80000,2.442600
100000,3.005800
200000,6.291200
400000,18.986000
